Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/sÂ²)
0,0.75410002470016479,-0.3215557336807251,-0.15655027495490179
0.050000000000000003,0.73900002241134644,-0.33736139535903931,0.14201297804161353
0.10000000000000001,0.72009998559951782,-0.33523350954055786,0.70245582748342439
0.14999999999999999,0.70260000228881836,-0.27916669845581055,1.463993427194195
0.20000000000000001,0.69059997797012329,-0.18211093213823107,2.1214552315664879
0.25,0.68300002813339233,-0.052944223086039237,2.4577208875138088
0.29999999999999999,0.6851000189781189,0.082277721828884556,2.3726210733990611
0.34999999999999998,0.69260001182556152,0.19272204902436996,2.0129622868549668
0.40000000000000002,0.70429998636245728,0.29349995983971483,1.3467592773614105
0.45000000000000001,0.72320002317428589,0.35372210873497861,0.16296279651147347
0.5,0.74409997463226318,0.32022204664018411,-1.184597353876373
0.55000000000000004,0.758899986743927,0.20838896433512369,-2.0119114606468766
0.59999999999999998,0.76469999551773071,0.088111228413052037,-2.2029616214610912
0.65000000000000002,0.76649999618530273,-0.015388694074418813,-2.202684735810315
0.69999999999999996,0.76410001516342163,-0.13161089685228136,-2.1035507505322673
0.75,0.75340002775192261,-0.2421110537317063,-1.6412374781973564
0.80000000000000004,0.73830002546310425,-0.31561129622989231,-0.75580485073136794
0.84999999999999998,0.71909999847412109,-0.32633357577853739,0.34172796172860181
0.90000000000000002,0.70329999923706055,-0.2772779928313362,1.3599088162551694
0.94999999999999996,0.68949997425079346,-0.18083343903223673,2.1294164620799787
1,0.68339997529983521,-0.045333140426211865,2.4572859943648906
1.05,0.68540000915527344,0.085389117399851444,2.3140113846755326
1.1000000000000001,0.69300001859664917,0.19466658433278416,1.8958939814273243
1.1499999999999999,0.705299973487854,0.28494447469711326,1.2015744859789617
1.2,0.72320002317428589,0.33061123556560923,0.18336357157907116
1.25,0.74140000343322754,0.30794438388612516,-0.92142093696711891
1.3,0.7565000057220459,0.22633327378167037,-1.7781797014636733
1.3500000000000001,0.76510000228881836,0.113444295194414,-2.2544132522594786
1.3999999999999999,0.76819998025894165,-0.010888907644483784,-2.4043506678239814
1.45,0.76440000534057617,-0.14077776008182097,-2.196850894409931
1.5,0.75309997797012329,-0.24616655376222382,-1.6146912986849546
1.55,0.73830002546310425,-0.3143888380792404,-0.73555684016074885
1.6000000000000001,0.71939998865127563,-0.32700012127558414,0.31706725741609909
1.6499999999999999,0.70329999923706055,-0.28216669956843082,1.3435189922650679
1.7,0.68889999389648438,-0.18322229385375968,2.1282112708798171
1.75,0.68339997529983521,-0.04888872305552161,2.4498776153281869
1.8,0.68440002202987671,0.081666840447319838,2.3078997745925998
1.8500000000000001,0.69260001182556152,0.1908887757195368,1.8835169113712578
1.8999999999999999,0.70399999618530273,0.27961095174153672,1.195494867401359
1.95,0.72219997644424438,0.32555566893683535,0.20061891388010014
2,0.73970001935958862,0.3022779689894784,-0.84944536656509351
2.0499999999999998,0.75440001487731934,0.2291666136847601,-1.6718850275616592
2.1000000000000001,0.76370000839233398,0.12394421630435511,-2.2111423773530068
2.1499999999999999,0.767799973487854,-0.0036111805174085811,-2.429319642208239
2.2000000000000002,0.76370000839233398,-0.13727777534061006,-2.214103624408629
2.25,0.75269997119903564,-0.24083322948879704,-1.6125922769676038
2.2999999999999998,0.73830002546310425,-0.30949993265999681,-0.73126657509509096
2.3500000000000001,0.71939998865127563,-0.32088902261522062,0.31256138542552164
2.3999999999999999,0.70399999618530273,-0.27688894006941034,1.3121622396104113
2.4500000000000002,0.68949997425079346,-0.1805553833643595,2.0787051798384844
2.5,0.68440002202987671,-0.048999753263261649,2.3915109627040843
2.5499999999999998,0.6851000189781189,0.076555510361989335,2.2733614584546014
2.6000000000000001,0.69260001182556152,0.18883311086230795,1.8536105751991254
2.6499999999999999,0.70499998331069946,0.27266651391983016,1.157502554081105
2.7000000000000002,0.7214999794960022,0.31500021616617835,0.23114429211911203
2.75,0.73900002241134644,0.29894471168518116,-0.76691478858759465
2.7999999999999998,0.75340002775192261,0.23183329237831962,-1.6160209421758325
2.8500000000000001,0.76370000839233398,0.12711091174019698,-2.1998146249924169
2.8999999999999999,0.76749998331069946,-0.0064443879657321429,-2.3725292196980212
2.9500000000000002,0.76200002431869507,-0.1253331700960795,-2.1625312206185909
3,0.75440001487731934,-0.22733334037992722,-1.7333662804262164
3.0499999999999998,0.73970001935958862,-0.32211124897003168,-0.81685380435283961
3.1000000000000001,0.71770000457763672,-0.32505585087670202,0.41077173786398902
3.1499999999999999,0.70459997653961182,-0.26611129442850728,1.3777499581560659
3.2000000000000002,0.69019997119903564,-0.17494426833258733,2.0505274519508245
3.25,0.68540000915527344,-0.047110848956637981,2.3563266720300868
3.2999999999999998,0.68580001592636108,0.076611141363779695,2.2716646025210241
3.3500000000000001,0.69330000877380371,0.19283317857318441,1.8548147913850366
3.3999999999999999,0.70639997720718384,0.27550005250506909,1.1191683418956808
3.4500000000000002,0.72280001640319824,0.31205577982796556,0.20246888384407313
3.5,0.73970001935958862,0.2962222695350652,-0.74203954434689257
3.5499999999999998,0.75410002470016479,0.23555537064870194,-1.6068538581883491
3.6000000000000001,0.7653999924659729,0.12638860278659386,-2.2282398225348663
3.6499999999999999,0.767799973487854,-0.0069999694824218689,-2.403084602620865
3.7000000000000002,0.76410001516342163,-0.13116664356655541,-2.1581787018128398
3.75,0.75379997491836548,-0.23361110024982068,-1.6001855885541021
3.7999999999999998,0.73970001935958862,-0.30383338530858356,-0.74225349558723963
3.8500000000000001,0.72109997272491455,-0.31900015142228849,0.33271765267407566
3.8999999999999999,0.70459997653961182,-0.2639442351129318,1.2846314244800128
3.9500000000000002,0.69370001554489136,-0.17622202634811401,1.9308941415798495
4,0.68610000610351562,-0.063444442219204519,2.3339180298793498
4.0499999999999998,0.68610000610351562,0.072555508878496072,2.3422210488790349
4.0999999999999996,0.6940000057220459,0.1926109525892464,1.8666670278266535
4.1500000000000004,0.70709997415542603,0.27338892221450722,1.0690442941806972
4.2000000000000002,0.72390002012252808,0.2987222539054028,0.22151253105682586
4.25,0.73799997568130493,0.28977781534195024,-0.5587967273629747
4.2999999999999998,0.75340002775192261,0.25416665607028582,-1.4857416719566245
4.3499999999999996,0.76749998331069946,0.13911091619067678,-2.2890732060244026
4.4000000000000004,0.76889997720718384,-0.0093887580765617349,-2.4153068845654651
4.4500000000000002,0.76410001516342163,-0.12061095900005785,-2.1006483170721331
4.5,0.7565000057220459,-0.21844446659088193,-1.6512347408282944
4.5499999999999998,0.74239999055862427,-0.3024443321757852,-0.84126534653297869
4.5999999999999996,0.72320002317428589,-0.32083319293128015,0.29823892278436392
4.6500000000000004,0.70670002698898315,-0.26227795415454364,1.263331483911575
4.7000000000000002,0.696399986743927,-0.17716685930887888,1.8737969207174949
4.75,0.68819999694824219,-0.069111122025384039,2.2651126355300764
4.7999999999999998,0.68819999694824219,0.062555571397145696,2.3091926434893679
4.8499999999999996,0.69499999284744263,0.18172234296798651,1.9183154827282662
4.9000000000000004,0.70770001411437988,0.26686678330103469,1.29309208304794
4.9500000000000002,0.72420001029968262,0.30466669135623536,0.75257934721900854
5,0.74000000953674316,0.31566666232215118,0.42149299456750783
